"","V1","V2"
"1093","969.749144269444","969.749144269444"
"1094","969.749144269444","969.749144269444"
"1095","969.749144269444","969.749144269444"
"1096","969.749144269444","969.749144269444"
"1097","969.749144269444","969.749144269444"
"1098","969.749144269444","969.749144269444"
"1099","969.749144269444","969.749144269444"
"1100","969.749144269444","969.749144269444"
"1101","969.749144269444","969.749144269444"
"1102","969.749144269444","969.749144269444"
"1103","969.749144269444","969.749144269444"
"1104","969.749144269444","969.749144269444"
"1105","969.749144269444","969.749144269444"
"1106","969.749144269444","969.749144269444"
"1107","969.749144269444","969.749144269444"
"1108","969.749144269444","969.749144269444"
"1109","969.749144269444","969.749144269444"
"1110","969.749144269444","969.749144269444"
"1111","969.749144269444","969.749144269444"
"1112","969.749144269444","969.749144269444"
"1113","969.749144269444","969.749144269444"
"1114","969.749144269444","969.749144269444"
"1115","969.749144269444","969.749144269444"
"1116","969.749144269444","969.749144269444"
"1117","969.749144269444","969.749144269444"
"1118","969.749144269444","969.749144269444"
"1119","969.749144269444","969.749144269444"
"1120","969.749144269444","969.749144269444"
"1121","969.749144269444","969.749144269444"
"1122","969.749144269444","969.749144269444"
"1123","969.749144269444","969.749144269444"
"1124","969.749144269444","969.749144269444"
"1125","969.749144269444","969.749144269444"
"1126","969.749144269444","969.749144269444"
"1127","969.749144269444","969.749144269444"
"1128","969.749144269444","969.749144269444"
"1129","969.749144269444","969.749144269444"
"1130","969.749144269444","969.749144269444"
"1131","969.749144269444","969.749144269444"
"1132","969.749144269444","969.749144269444"
"1133","969.749144269444","969.749144269444"
"1134","969.749144269444","969.749144269444"
"1135","969.749144269444","969.749144269444"
"1136","969.749144269444","969.749144269444"
"1137","969.749144269444","969.749144269444"
"1138","969.749144269444","969.749144269444"
"1139","969.749144269444","969.749144269444"
"1140","969.749144269444","969.749144269444"
"1141","969.749144269444","969.749144269444"
"1142","969.749144269444","969.749144269444"
"1143","969.749144269444","969.749144269444"
"1144","969.749144269444","969.749144269444"
"1145","969.749144269444","969.749144269444"
"1146","969.749144269444","969.749144269444"
"1147","969.749144269444","969.749144269444"
"1148","969.749144269444","969.749144269444"
"1149","969.749144269444","969.749144269444"
"1150","969.749144269444","969.749144269444"
"1151","969.749144269444","969.749144269444"
"1152","969.749144269444","969.749144269444"
"1153","969.749144269444","969.749144269444"
"1154","969.749144269444","969.749144269444"
"1155","969.749144269444","969.749144269444"
"1156","969.749144269444","969.749144269444"
"1157","969.749144269444","969.749144269444"
"1158","969.749144269444","969.749144269444"
"1159","969.749144269444","969.749144269444"
"1160","RhatMax","1.00508050948324"
"1161","RhatMean","0.999001589091589"
"1162","SE Mean","0.140039257536572"
"1163","SE SD","0.0123833416683141"
